trial,seed,method,true_cut_fraction,expected_cut,approximation_ratio,evals,estimator_calls,point_evaluations,runtime
1,44021,Plain Adam,0.6243219644868407,38.53315164812781,0.7822401877411249,3420,761,3421,85.2216489315033
1,44021,Original Valley,0.6229061931865404,38.44577024347327,0.7804663062012439,3303,710,3304,46.80515193939209
1,44021,Layer-by-Layer,0.6071869525931662,37.47557871405022,0.7607709848568863,3300,1161,3301,45.6989381313324
1,44021,Noise-aware Valley + Planck,0.6397793788059194,39.48718325990134,0.8016074555400192,14352,2726,5796,197.0195209980011
